Product_Name,Brand,Category,Usage_Frequency,Price_USD,Rating,Number_of_Reviews,Skin_Type,Gender_Target,Country_of_Origin
Ultra BB Cream,Becca,Lipstick,Monthly,17.88,2.8,1262,Sensitive,Unisex,France
Ultra Eyeliner,Fenty Beauty,Eye Shadow,Monthly,57.37,4.6,3254,Combination,Unisex,France
Magic Face Mask,Yves Saint Laurent,Cleanser,Monthly,90.53,2.6,2864,Combination,Male,Australia
Divine Primer,IT Cosmetics,Face Oil,Monthly,141.54,4.7,1433,Combination,Unisex,France
Super Blush,Natasha Denona,Eye Shadow,Monthly,54.79,1.1,7425,Normal,Unisex,Germany
Ultra Concealer,Natasha Denona,Moisturizer,Monthly,51.94,1.5,2735,Normal,Unisex,South Korea
Perfect Face Oil,E.l.f.,Foundation,Daily,74.3,1.7,9875,Oily,Unisex,Australia
Ultra Moisturizer,RMS Beauty,Lip Gloss,Daily,22.41,4,7505,Normal,Female,Australia
Ultra Foundation,Kylie Cosmetics,Blush,Occasional,115.5,1.5,6391,Oily,Female,Australia
Divine Lipstick,Huda Beauty,Foundation,Daily,72.31,2.7,6582,Oily,Unisex,Italy
Perfect Concealer,Farsali,Eyeliner,Daily,116.87,4,774,Dry,Female,France
Perfect Lip Liner,Morphe,Lipstick,Monthly,23.24,2.9,7651,Normal,Female,Japan
Ultra Setting Spray,E.l.f.,Foundation,Occasional,52.39,2.8,1733,Oily,Unisex,South Korea
Magic Cleanser,Juvia’s Place,Lipstick,Occasional,77.73,4.3,6990,Normal,Female,Australia
Ultra Contour,RMS Beauty,Face Mask,Occasional,11.07,2.6,6608,Normal,Female,France
Super Serum,Huda Beauty,Lipstick,Monthly,79.14,4.6,4266,Sensitive,Female,USA
Magic Lip Liner,NARS,Cleanser,Monthly,37.65,3.1,4615,Sensitive,Unisex,South Korea
Perfect Makeup Remover,Shiseido,CC Cream,Monthly,31.52,1.5,1882,Normal,Male,USA
Perfect Concealer,Tatcha,Face Mask,Occasional,85.74,2.8,9124,Combination,Unisex,Australia
Divine Foundation,Bite Beauty,Bronzer,Daily,32.99,4.4,5787,Oily,Female,Italy
Ultra CC Cream,Anastasia Beverly Hills,BB Cream,Monthly,119.6,4.5,2812,Oily,Female,USA
Magic Foundation,RMS Beauty,Bronzer,Occasional,120.89,2.9,2995,Oily,Unisex,Australia
Perfect Blush,Clinique,Powder,Monthly,136.64,2.3,9817,Sensitive,Male,UK
Super Lip Gloss,Sisley,BB Cream,Occasional,105.97,3.8,6705,Oily,Female,Italy
Super Blush,Anastasia Beverly Hills,Foundation,Daily,142.12,3.4,9423,Dry,Female,Australia
Perfect Eye Shadow,Glossier,Setting Spray,Monthly,103.69,4.8,6741,Dry,Male,USA
Perfect Powder,Yves Saint Laurent,Highlighter,Monthly,79.97,1.8,8236,Normal,Unisex,UK
Ultra Blush,Huda Beauty,Moisturizer,Monthly,44.62,4.1,7991,Oily,Female,UK
Divine Primer,Becca,Eyeliner,Daily,136.24,4.7,1645,Oily,Male,Italy
Perfect Highlighter,Morphe,Eyeliner,Occasional,146.43,3.4,946,Sensitive,Unisex,Japan
Perfect Eyeliner,ColourPop,Concealer,Daily,129.74,2,2946,Normal,Unisex,USA
Ultra Cleanser,Bobby Brown,Foundation,Daily,73.44,2,3142,Combination,Unisex,South Korea
Perfect Makeup Remover,RMS Beauty,Lip Liner,Daily,60.46,3.5,4261,Combination,Female,France
Divine BB Cream,Pat McGrath Labs,Powder,Occasional,42.04,2.4,3548,Combination,Unisex,France
Divine Bronzer,Juvia’s Place,Setting Spray,Daily,38.4,4.6,5068,Oily,Male,UK
Super Lip Liner,Kiehl’s,Cleanser,Daily,108.54,4.8,999,Normal,Unisex,Australia
Super Foundation,NARS,Face Mask,Weekly,25.85,3.8,5070,Combination,Female,Australia
Divine Exfoliator,Danessa Myricks,Contour,Monthly,142.82,2.5,9883,Sensitive,Female,Japan
Perfect BB Cream,Sisley,Eye Shadow,Occasional,142.43,4.6,2351,Normal,Male,USA
Ultra Serum,Perricone MD,Setting Spray,Monthly,109.25,4.2,3562,Normal,Male,Germany
Divine Serum,NARS,CC Cream,Daily,63.82,2.1,1558,Dry,Male,South Korea
Divine Highlighter,Anastasia Beverly Hills,Eyeliner,Occasional,96.57,1.6,4649,Combination,Female,Australia
Ultra Highlighter,Glossier,Makeup Remover,Weekly,81.47,3.5,7022,Sensitive,Male,South Korea
Magic Serum,Tarte,Eyeliner,Occasional,65.82,1.3,5002,Oily,Female,South Korea
Perfect Powder,Laura Mercier,Contour,Occasional,64.75,3.5,1783,Oily,Unisex,Japan
Super Cleanser,Bourjois,CC Cream,Occasional,65.16,3.9,6707,Oily,Female,Australia
Divine Concealer,Milk Makeup,Foundation,Occasional,132.63,4.7,6350,Combination,Unisex,Italy
Ultra BB Cream,Shiseido,Cleanser,Daily,35.49,1.4,3418,Combination,Female,USA
Magic Concealer,Yves Saint Laurent,Exfoliator,Weekly,104.76,2.5,5584,Normal,Male,UK
Divine Primer,Morphe,CC Cream,Daily,126.62,3.1,228,Dry,Unisex,Italy
Divine Highlighter,E.l.f.,Concealer,Weekly,102.31,4.8,3220,Oily,Female,South Korea
Perfect CC Cream,NARS,Bronzer,Monthly,45.99,2.5,4133,Combination,Unisex,South Korea
Divine BB Cream,Laura Mercier,Foundation,Monthly,103.16,2.4,1202,Sensitive,Unisex,Australia
Perfect Eyeliner,Rare Beauty,Powder,Monthly,32.02,4.8,6744,Combination,Male,UK
Perfect Contour,Natasha Denona,Contour,Daily,109.15,2.5,8361,Sensitive,Female,Japan
Super BB Cream,Huda Beauty,Primer,Monthly,57.36,3.8,3738,Sensitive,Male,Australia
Ultra Concealer,Patrick Ta,Moisturizer,Monthly,121.9,1.7,6124,Combination,Unisex,Germany
Magic Bronzer,Ilia Beauty,Highlighter,Weekly,135.32,1.1,2457,Normal,Female,USA
Super Contour,Laura Mercier,Cleanser,Occasional,94.19,3.9,6048,Oily,Male,Italy
Ultra Primer,Yves Saint Laurent,Makeup Remover,Daily,141.56,1.6,1947,Dry,Female,Australia
Divine Face Mask,Becca,Setting Spray,Daily,20.84,4,5919,Oily,Male,Japan
Ultra Face Oil,Shiseido,Primer,Monthly,19.66,2.2,9700,Dry,Unisex,Australia
Divine Lip Gloss,Juvia’s Place,Cleanser,Occasional,137.69,3.5,5234,Combination,Male,Australia
Magic Lip Gloss,Becca,Contour,Weekly,68.32,1.6,499,Oily,Female,USA
Ultra CC Cream,Hourglass,Highlighter,Weekly,25.07,1.3,1556,Combination,Unisex,Japan
Magic Lip Liner,Ilia Beauty,Face Oil,Daily,110.26,1,1018,Dry,Female,Italy
Divine CC Cream,Bobby Brown,Face Mask,Occasional,74.56,1.2,8198,Combination,Unisex,Germany
Divine Foundation,Patrick Ta,Cleanser,Daily,92.06,1.9,1332,Sensitive,Male,Italy
Magic Serum,ColourPop,Highlighter,Weekly,96.46,4.4,3308,Oily,Unisex,South Korea
Divine Serum,KVD Beauty,Lipstick,Daily,18.93,3.1,6253,Normal,Unisex,USA
Divine Lip Gloss,Juvia’s Place,Mascara,Occasional,64.03,2.5,9528,Sensitive,Male,Japan
Magic Lipstick,Drunk Elephant,Lip Gloss,Weekly,48.94,1.7,9317,Sensitive,Unisex,Italy
Ultra Lipstick,Glossier,Mascara,Monthly,87.32,2.3,9796,Normal,Unisex,Germany
Ultra Blush,Laura Mercier,Makeup Remover,Monthly,67.11,3.6,9943,Combination,Unisex,UK
Ultra BB Cream,Tatcha,Face Mask,Daily,126.39,4.2,5702,Combination,Male,South Korea
Magic Face Mask,Perricone MD,Face Oil,Monthly,32.63,1.3,3151,Normal,Unisex,Japan
Divine Moisturizer,Danessa Myricks,Highlighter,Daily,106.19,1.1,1641,Dry,Unisex,USA
Super Primer,Fenty Beauty,CC Cream,Monthly,58.78,1.5,6828,Oily,Male,Australia
Super CC Cream,Kiehl’s,Powder,Occasional,26.93,3.7,7245,Oily,Male,Australia
Super Face Oil,Bite Beauty,Makeup Remover,Weekly,86.84,2.7,8121,Combination,Female,Australia
Magic Face Oil,RMS Beauty,Lip Liner,Occasional,39.89,1.2,7009,Dry,Unisex,France
Ultra Concealer,Becca,Highlighter,Weekly,107.98,4.5,8426,Sensitive,Unisex,UK
Ultra Lip Liner,Too Faced,Moisturizer,Weekly,82.61,4.7,1095,Combination,Female,Japan
Super CC Cream,Ilia Beauty,Blush,Weekly,123.56,3.1,9117,Dry,Female,South Korea
Magic Powder,Perricone MD,Concealer,Weekly,62.36,1.1,9612,Sensitive,Female,Italy
Divine Setting Spray,Morphe,Foundation,Monthly,144.37,3.8,6481,Dry,Female,France
Divine Highlighter,Juvia’s Place,Eyeliner,Weekly,86.6,1.2,3279,Normal,Unisex,Germany
Divine CC Cream,Clinique,Concealer,Weekly,20.52,1.3,6202,Sensitive,Male,Australia
Perfect CC Cream,Perricone MD,CC Cream,Monthly,126.55,2.9,7858,Normal,Female,Japan
Perfect Lipstick,Danessa Myricks,Powder,Occasional,67.49,3.6,7961,Combination,Female,France
Super Moisturizer,Charlotte Tilbury,Setting Spray,Weekly,56.61,3,9695,Sensitive,Unisex,UK
Magic Powder,ColourPop,Lip Gloss,Weekly,33.02,1.3,9341,Oily,Unisex,France
Divine Cleanser,Becca,Face Mask,Monthly,63.63,4.5,6366,Combination,Unisex,Germany
Perfect Cleanser,Bourjois,Foundation,Daily,60.11,2.6,6222,Sensitive,Unisex,Italy
Super Setting Spray,IT Cosmetics,Lip Liner,Monthly,13.48,2.5,1724,Sensitive,Unisex,Germany
Perfect Setting Spray,Kylie Cosmetics,Mascara,Daily,24.25,4.4,1836,Normal,Male,Australia
Super Lip Gloss,Perricone MD,Face Mask,Daily,47.15,1.1,2696,Sensitive,Female,Japan
Magic Face Mask,Make Up For Ever,Cleanser,Daily,62.29,4.8,1078,Sensitive,Unisex,Germany
Super Contour,Make Up For Ever,Eye Shadow,Occasional,28.98,3.3,4397,Sensitive,Male,Italy
Super Primer,Fenty Beauty,Lip Gloss,Occasional,76.67,4.7,2896,Normal,Male,Japan
Divine Eyeliner,Laura Mercier,Eye Shadow,Weekly,95.91,3.9,3941,Dry,Female,Italy
Magic Powder,Pat McGrath Labs,Highlighter,Monthly,67.95,2,853,Sensitive,Female,Germany
Perfect Makeup Remover,Shiseido,Face Mask,Weekly,90.85,4.1,147,Combination,Male,Australia
Perfect Exfoliator,IT Cosmetics,Powder,Occasional,34.58,1.6,7972,Oily,Male,France
Super Exfoliator,Bobby Brown,Primer,Monthly,11.82,4.9,499,Oily,Female,UK
Divine Setting Spray,Patrick Ta,Cleanser,Monthly,38.81,1.1,6897,Sensitive,Unisex,Japan
Divine CC Cream,Laura Mercier,Face Oil,Occasional,63.73,4.9,2341,Oily,Male,UK
Super Bronzer,Huda Beauty,Cleanser,Occasional,139.34,4.2,418,Normal,Female,Australia
Divine Foundation,Bobby Brown,Mascara,Occasional,132.98,1.7,1110,Dry,Male,Australia
Divine Eye Shadow,KVD Beauty,Eye Shadow,Occasional,100.55,3.2,3552,Dry,Female,USA
Divine CC Cream,Tatcha,Powder,Weekly,55.35,4.8,9836,Normal,Unisex,Germany
Ultra Highlighter,Fenty Beauty,Face Mask,Daily,59.29,4.1,4265,Combination,Male,Australia
Ultra Setting Spray,Charlotte Tilbury,Blush,Monthly,59.72,1.6,3906,Normal,Female,Australia
Perfect Moisturizer,Huda Beauty,Foundation,Monthly,14.83,3.6,2831,Dry,Female,Italy
Super Cleanser,Becca,Eye Shadow,Weekly,139.22,3.5,8580,Dry,Male,South Korea
Ultra Primer,IT Cosmetics,Eye Shadow,Daily,96.78,1.8,6338,Dry,Male,Italy
Magic Blush,Pat McGrath Labs,Setting Spray,Weekly,80.95,4.2,9533,Combination,Unisex,Australia
Ultra Mascara,Juvia’s Place,Powder,Weekly,73.16,3,1840,Oily,Female,South Korea
Divine Contour,Patrick Ta,Highlighter,Daily,23.93,2.5,2855,Combination,Female,USA
Super Primer,Yves Saint Laurent,Lip Gloss,Daily,140.09,3.7,1418,Oily,Female,Australia
Magic Blush,Farsali,Mascara,Daily,120.72,2.6,9027,Normal,Male,Japan
Ultra Face Mask,KVD Beauty,Face Oil,Weekly,76.2,4.5,5291,Oily,Unisex,France
Ultra Makeup Remover,Glossier,Eyeliner,Daily,103.95,3.4,7355,Sensitive,Female,UK
Divine Serum,Patrick Ta,Powder,Occasional,134.74,1.1,6700,Dry,Unisex,Australia
Super Lip Gloss,Make Up For Ever,BB Cream,Occasional,36.54,3.5,3958,Combination,Male,Italy
Divine Moisturizer,Danessa Myricks,Foundation,Monthly,12.24,2.6,7870,Sensitive,Unisex,Germany
Perfect Concealer,Farsali,CC Cream,Daily,133.89,2.2,5023,Normal,Unisex,Italy
Magic Face Mask,Patrick Ta,Eyeliner,Occasional,71.44,3.9,5316,Sensitive,Female,South Korea
Magic Face Mask,Bite Beauty,Eyeliner,Occasional,96.29,3.6,2059,Combination,Male,France
Ultra Bronzer,Ilia Beauty,Serum,Monthly,28.05,5,4094,Combination,Male,South Korea
Divine Face Oil,Urban Decay,Lip Gloss,Monthly,68.57,3.4,3896,Sensitive,Male,South Korea
Divine Primer,Tarte,Concealer,Daily,144.6,2.1,114,Sensitive,Female,Japan
Magic Face Mask,Make Up For Ever,Eye Shadow,Weekly,145.06,3.9,8237,Combination,Unisex,UK
Perfect Eye Shadow,Hourglass,BB Cream,Weekly,29.47,1.8,6841,Dry,Unisex,Japan
Divine Face Mask,Drunk Elephant,Eye Shadow,Monthly,99.03,4,3641,Dry,Male,Germany
Divine Exfoliator,Drunk Elephant,Bronzer,Occasional,133.27,2.4,6058,Sensitive,Male,Germany
Perfect Highlighter,Natasha Denona,CC Cream,Monthly,87.82,3.9,3154,Sensitive,Unisex,UK
Super Face Mask,RMS Beauty,Mascara,Daily,142.81,3.1,669,Oily,Male,USA
Perfect Powder,Patrick Ta,Powder,Weekly,91.46,3.6,3547,Oily,Female,Japan
Ultra Contour,Farsali,Lip Liner,Occasional,76.07,3.5,8209,Combination,Female,UK
Magic Highlighter,Morphe,Foundation,Monthly,94.77,4.1,7622,Normal,Male,USA
Magic CC Cream,Sisley,Face Oil,Weekly,58.62,3.1,3513,Dry,Female,Italy
Perfect Powder,IT Cosmetics,Moisturizer,Occasional,40.79,3.6,2309,Oily,Female,Japan
Divine Exfoliator,Shiseido,Moisturizer,Occasional,148.52,4.8,2770,Sensitive,Male,UK
Perfect Eyeliner,Danessa Myricks,Mascara,Daily,95.58,3.4,3210,Oily,Female,Australia
Perfect Powder,Rare Beauty,Concealer,Daily,72.02,3.2,7904,Sensitive,Female,USA
Divine Blush,Yves Saint Laurent,BB Cream,Monthly,77.03,2.9,1123,Oily,Female,Germany
Super Lipstick,Drunk Elephant,Face Mask,Monthly,22.61,2.4,6893,Combination,Female,Italy
Divine Serum,Glossier,Exfoliator,Occasional,109.66,4.9,544,Sensitive,Male,UK
Super Eyeliner,Kiehl’s,Makeup Remover,Weekly,77.02,1.3,294,Oily,Female,USA
Perfect Serum,Rare Beauty,Concealer,Monthly,23.89,2.8,4018,Combination,Female,UK
Divine Powder,Laura Mercier,Primer,Weekly,78.59,4.8,995,Sensitive,Female,Italy
Divine Eyeliner,Perricone MD,BB Cream,Monthly,32.05,3.4,7980,Normal,Male,Australia
Magic Face Mask,Hourglass,Blush,Occasional,138.62,4.4,4565,Normal,Unisex,Japan
Magic Concealer,Sisley,Primer,Weekly,53.15,2.9,2866,Combination,Female,USA
Magic Primer,Fenty Beauty,Makeup Remover,Occasional,47.13,1.6,5183,Sensitive,Male,South Korea
Magic Primer,RMS Beauty,Makeup Remover,Daily,83.71,1.6,4739,Sensitive,Female,South Korea
Magic Exfoliator,Tarte,Face Mask,Occasional,80.99,1.6,1326,Oily,Female,Germany
Perfect Powder,Yves Saint Laurent,Foundation,Daily,99.55,2.5,5389,Dry,Female,South Korea
Super Face Mask,IT Cosmetics,BB Cream,Daily,32.65,3.3,8633,Dry,Male,UK
Perfect Contour,Laura Mercier,Serum,Occasional,53.74,3.8,2311,Normal,Unisex,Australia
Perfect Lip Gloss,Becca,Mascara,Monthly,52.12,2.2,5218,Combination,Unisex,UK
Super Highlighter,Too Faced,BB Cream,Weekly,23.42,3,7249,Dry,Female,UK
Divine Eye Shadow,Clinique,Contour,Monthly,34.91,1.1,6724,Dry,Unisex,USA
Divine Eye Shadow,Bobby Brown,Serum,Occasional,82.74,4.9,5728,Normal,Male,Japan
Super Lip Liner,Ilia Beauty,Mascara,Monthly,23.18,2.1,8513,Combination,Male,Germany
Perfect Face Mask,Glossier,Lip Liner,Monthly,118.9,4.3,5517,Oily,Unisex,France
Super Moisturizer,Juvia’s Place,Setting Spray,Occasional,132.91,2.2,1661,Dry,Female,France
Divine Face Mask,ColourPop,Makeup Remover,Occasional,38.76,4,6157,Dry,Male,Japan
Perfect CC Cream,Too Faced,Highlighter,Monthly,105.55,1.6,8498,Sensitive,Unisex,South Korea
Super Bronzer,Bite Beauty,Eye Shadow,Occasional,81.96,3.9,2450,Dry,Female,South Korea
Perfect Moisturizer,NARS,Cleanser,Daily,108.75,2.4,9948,Dry,Male,South Korea
Magic Lip Liner,Anastasia Beverly Hills,CC Cream,Daily,112.17,1.9,9969,Normal,Unisex,Australia
Magic Lip Gloss,Huda Beauty,Serum,Weekly,55.27,3.3,6488,Sensitive,Female,Japan
Divine Face Mask,RMS Beauty,Eyeliner,Monthly,76.56,1.2,3780,Oily,Female,Germany
Super Highlighter,Glossier,Lip Liner,Daily,53.36,2.4,8981,Combination,Male,Italy
Perfect Foundation,Ilia Beauty,Concealer,Daily,29.81,4.7,610,Oily,Unisex,USA
Ultra Serum,Natasha Denona,Serum,Weekly,89.3,3.4,2035,Sensitive,Male,Italy
Ultra Lipstick,Milk Makeup,Bronzer,Monthly,19.19,2.7,8102,Combination,Female,Australia
Ultra Eye Shadow,Glossier,Bronzer,Monthly,10.99,1.4,7530,Combination,Male,France
Divine Makeup Remover,Tarte,Eye Shadow,Daily,44.82,3.6,9368,Normal,Unisex,France
Ultra Foundation,ColourPop,Face Mask,Daily,119.2,4.7,448,Dry,Male,France
Perfect Highlighter,Bourjois,Lipstick,Daily,118.98,2.2,3101,Sensitive,Male,France
Ultra Concealer,ColourPop,Serum,Monthly,39.31,4,4562,Oily,Female,Australia
Magic Cleanser,Hourglass,Bronzer,Weekly,39.28,4.3,361,Oily,Unisex,South Korea
Magic Eye Shadow,Kiehl’s,Concealer,Weekly,13.42,1.4,4355,Combination,Unisex,UK
Divine Cleanser,Danessa Myricks,Eyeliner,Daily,143.85,2.8,2279,Oily,Unisex,France
Magic Makeup Remover,RMS Beauty,Concealer,Daily,144,2.4,1361,Combination,Unisex,France
Super Serum,Fenty Beauty,Eye Shadow,Daily,73.73,2,6420,Oily,Unisex,USA
Perfect Eye Shadow,KVD Beauty,Lip Liner,Monthly,139.51,3,4208,Normal,Unisex,South Korea
Perfect Serum,Sisley,Face Mask,Daily,57.84,4.4,6314,Normal,Female,Italy
Super Face Oil,Sisley,Blush,Occasional,115.95,1.8,1913,Normal,Female,France
Magic Setting Spray,ColourPop,Serum,Daily,54.67,4.7,6177,Combination,Unisex,UK
Perfect BB Cream,RMS Beauty,Foundation,Weekly,11.16,1.7,7255,Combination,Male,South Korea
Super Lipstick,Charlotte Tilbury,Exfoliator,Weekly,83.83,2.5,4536,Sensitive,Unisex,Japan
Magic Contour,Morphe,Eyeliner,Monthly,135.63,3.3,4929,Normal,Male,Australia
Ultra Face Oil,KVD Beauty,Exfoliator,Monthly,120.05,1.5,2385,Combination,Unisex,Japan
Super Exfoliator,Milk Makeup,Powder,Monthly,29.58,4.9,5080,Combination,Female,Italy
Perfect Makeup Remover,Perricone MD,Eye Shadow,Weekly,109.08,2.3,4106,Dry,Male,Italy
Ultra Contour,Glossier,Moisturizer,Monthly,96.79,1.7,1467,Sensitive,Male,UK
Ultra Contour,Morphe,Blush,Daily,40.94,2.1,5447,Oily,Unisex,Germany
Magic BB Cream,Tarte,Mascara,Monthly,124.13,3.6,7436,Combination,Male,France
Ultra Lip Gloss,RMS Beauty,Moisturizer,Daily,38.71,1.6,6872,Normal,Male,UK
Perfect Eye Shadow,Make Up For Ever,BB Cream,Daily,120.73,3.2,6460,Combination,Female,Italy
Super Primer,Fenty Beauty,Lipstick,Monthly,47.72,2.3,2923,Oily,Male,Germany
Magic Lip Liner,Pat McGrath Labs,Contour,Monthly,48.7,3.6,3495,Oily,Male,USA
Divine Bronzer,Clinique,Bronzer,Monthly,32.01,1.7,3610,Combination,Female,USA
Magic Contour,RMS Beauty,Eye Shadow,Weekly,97.14,4.2,806,Normal,Unisex,UK
Ultra Lipstick,Becca,Face Mask,Monthly,73.9,2,6344,Dry,Unisex,USA
Perfect Makeup Remover,ColourPop,Mascara,Occasional,89.07,1.2,2621,Sensitive,Unisex,Italy
Divine Lip Gloss,Yves Saint Laurent,Mascara,Monthly,21.85,2.6,6279,Dry,Unisex,Japan
Perfect Blush,Anastasia Beverly Hills,Bronzer,Weekly,89.41,1.9,5880,Sensitive,Female,Italy
Ultra Makeup Remover,Bourjois,Blush,Occasional,15.62,3.4,2140,Sensitive,Unisex,France
Super Face Mask,Laura Mercier,Lip Gloss,Occasional,122.15,3.6,4326,Dry,Female,France
Magic Eyeliner,Tatcha,BB Cream,Weekly,10.25,3,5924,Sensitive,Male,South Korea
Ultra Setting Spray,RMS Beauty,Serum,Monthly,136.33,1.2,127,Combination,Male,UK
Perfect Setting Spray,Natasha Denona,Highlighter,Weekly,16.27,2.1,2094,Normal,Male,Australia
Magic Bronzer,NARS,Face Oil,Occasional,22.97,4.4,2675,Normal,Unisex,France
Divine CC Cream,ColourPop,Makeup Remover,Daily,106.81,2.4,8727,Sensitive,Unisex,Italy
Ultra Eyeliner,Pat McGrath Labs,Concealer,Weekly,88.68,3.7,3839,Dry,Unisex,UK
Ultra Face Mask,Natasha Denona,Eyeliner,Daily,60.42,2.7,1230,Oily,Female,South Korea
Magic CC Cream,Juvia’s Place,Bronzer,Daily,50.64,4.2,4343,Dry,Female,Australia
Magic Lip Gloss,Pat McGrath Labs,Setting Spray,Occasional,71.83,2.5,9178,Dry,Male,South Korea
Divine BB Cream,Pat McGrath Labs,Makeup Remover,Occasional,83.4,2.2,4991,Normal,Unisex,Japan
Ultra CC Cream,Shiseido,Powder,Monthly,68.14,1.9,6056,Dry,Female,Germany
Divine Exfoliator,Danessa Myricks,Moisturizer,Daily,113.92,4.7,9426,Combination,Unisex,Italy
Magic Makeup Remover,Sisley,Primer,Occasional,43.92,4.7,1052,Oily,Unisex,Italy
Divine CC Cream,Yves Saint Laurent,Lip Gloss,Weekly,48.24,1.2,5927,Normal,Male,Germany
Magic Lip Liner,E.l.f.,Face Oil,Occasional,144.71,1.3,5787,Normal,Female,Italy
Perfect Eye Shadow,Clinique,Concealer,Monthly,118.27,2.6,8346,Dry,Male,UK
Perfect Moisturizer,Tatcha,Makeup Remover,Monthly,17.66,2.4,7259,Sensitive,Male,Japan
Super Eye Shadow,Hourglass,Powder,Weekly,131.77,2.4,1554,Dry,Female,Australia
Super Contour,Tarte,Makeup Remover,Daily,39.89,3.9,2437,Normal,Male,USA
Divine Contour,Perricone MD,Setting Spray,Weekly,130.81,2.9,8306,Sensitive,Male,Japan
Super Contour,ColourPop,Face Mask,Daily,138,3.3,5215,Dry,Male,UK
Super Primer,Morphe,Moisturizer,Weekly,112.26,1.7,6929,Oily,Unisex,Germany
Magic Eye Shadow,Make Up For Ever,Bronzer,Daily,133.08,2.5,2370,Sensitive,Unisex,Italy
Perfect Contour,Anastasia Beverly Hills,Mascara,Weekly,36.18,4.4,3157,Normal,Female,Italy
Super Eyeliner,Milk Makeup,Serum,Occasional,122.09,4,8488,Combination,Unisex,USA
Magic Mascara,Natasha Denona,Mascara,Weekly,50.63,4.3,6993,Combination,Female,France
Ultra Mascara,Anastasia Beverly Hills,Mascara,Daily,103.9,1.1,9813,Normal,Female,Italy
Ultra Face Mask,E.l.f.,Mascara,Daily,74.26,1.7,5197,Oily,Male,South Korea
Magic Primer,Drunk Elephant,Bronzer,Weekly,143.08,1.4,9561,Normal,Unisex,Japan
Magic Face Oil,Perricone MD,Powder,Weekly,88.46,1.5,410,Oily,Unisex,South Korea
Divine Cleanser,ColourPop,CC Cream,Weekly,23.82,3.3,9582,Combination,Unisex,UK
Divine Makeup Remover,KVD Beauty,Highlighter,Daily,71.39,2.7,8883,Oily,Female,South Korea
Perfect Primer,Shiseido,BB Cream,Occasional,45.73,1.5,9208,Normal,Male,France
Perfect Serum,NARS,Lipstick,Weekly,17.89,3,1052,Oily,Unisex,Italy
Divine Serum,Drunk Elephant,Powder,Weekly,17.02,1.6,842,Sensitive,Female,Japan
Divine Lipstick,Charlotte Tilbury,Face Mask,Monthly,31.92,2,6436,Normal,Male,Australia
Divine Powder,Laura Mercier,Lipstick,Monthly,42.81,3,5478,Sensitive,Male,Japan
Ultra Exfoliator,Bite Beauty,Lip Liner,Occasional,85.45,2.5,4787,Sensitive,Male,Germany
Super Lipstick,E.l.f.,Concealer,Weekly,82.2,4.2,4781,Oily,Male,Japan
Perfect Lipstick,Juvia’s Place,Lip Gloss,Weekly,143.88,4.7,2795,Dry,Female,France
Divine Face Oil,Morphe,Contour,Weekly,141.73,3.3,4622,Sensitive,Unisex,Japan
Ultra CC Cream,Sisley,Face Mask,Weekly,32.77,4.1,809,Sensitive,Unisex,Germany
Perfect CC Cream,Shiseido,Primer,Daily,76.7,4.3,2859,Oily,Male,Germany
Divine Face Mask,Kiehl’s,Primer,Daily,111.59,2.1,222,Combination,Male,Australia
Divine Makeup Remover,Milk Makeup,Powder,Daily,112.34,3.8,6914,Combination,Female,Germany
Magic Primer,Becca,Moisturizer,Daily,119.99,1.5,1720,Normal,Male,Japan
Ultra Face Mask,RMS Beauty,Face Oil,Occasional,78.44,3.4,5710,Dry,Female,UK
Ultra Face Mask,Farsali,Makeup Remover,Monthly,31.65,1.4,1534,Combination,Female,Italy
Magic Powder,Huda Beauty,Contour,Monthly,43.8,4,3848,Normal,Unisex,USA
Ultra Makeup Remover,Natasha Denona,Lip Gloss,Monthly,33.61,4.4,618,Normal,Female,Japan
Divine Setting Spray,Make Up For Ever,Face Mask,Daily,120.06,4.4,3095,Oily,Unisex,Germany
Magic Highlighter,Bobby Brown,Contour,Weekly,45.14,3.9,8313,Dry,Male,USA
Magic Face Oil,E.l.f.,Face Oil,Daily,117.39,1.5,6128,Combination,Unisex,Japan
Divine Highlighter,Becca,Mascara,Daily,116.17,3.7,5858,Oily,Female,USA
Ultra Moisturizer,Milk Makeup,Concealer,Daily,104.07,1.9,1657,Dry,Unisex,UK
Perfect Mascara,Glossier,Bronzer,Monthly,76.99,3.2,2488,Normal,Female,USA
Perfect Setting Spray,Glossier,Bronzer,Weekly,144.32,4.5,6809,Sensitive,Female,Italy
Magic Serum,Make Up For Ever,Primer,Weekly,29.33,4.1,2934,Combination,Female,France
